#string_protein_id	preferred_name	protein_size	annotation
1347342.BN863_20970	CDF79809.1	239	Belongs to the short-chain dehydrogenases/reductases (SDR) family
1347342.BN863_20980	CDF79810.1	547	annotation not available
1347342.BN863_20990	CDF79811.1	303	annotation not available
1347342.BN863_210	BN863_210	197	annotation not available
1347342.BN863_2100	BN863_2100	98	annotation not available
1347342.BN863_21000	CDF79812.1	387	Belongs to the cytochrome P450 family. 
1347342.BN863_21010	CDF79813.1	102	annotation not available
1347342.BN863_21020	CDF79814.1	417	annotation not available
1347342.BN863_21030	CDF79815.1	370	annotation not available
1347342.BN863_21040	CDF79816.1	290	annotation not available
1347342.BN863_21050	CDF79817.1	833	Belongs to the glycosyl hydrolase 2 family. 
1347342.BN863_21060	CDF79818.1	266	annotation not available
1347342.BN863_21070	CDF79819.1	321	annotation not available
1347342.BN863_21080	CDF79820.1	709	annotation not available
1347342.BN863_21090	CDF79821.1	49	annotation not available
1347342.BN863_2110	BN863_2110	208	annotation not available
1347342.BN863_21100	CDF79822.1	611	annotation not available
1347342.BN863_21110	CDF79823.1	614	annotation not available
1347342.BN863_21120	CDF79824.1	410	Belongs to the glycosyl hydrolase 43 family. 
1347342.BN863_21130	CDF79825.1	740	annotation not available
1347342.BN863_21140	CDF79826.1	87	annotation not available
1347342.BN863_21150	CDF79827.1	391	annotation not available
1347342.BN863_21160	CDF79828.1	858	annotation not available
1347342.BN863_21170	CDF79829.1	413	annotation not available
1347342.BN863_21180	CDF79830.1	352	annotation not available
1347342.BN863_21190	CDF79831.1	473	annotation not available
1347342.BN863_2120	BN863_2120	1103	annotation not available
1347342.BN863_21200	CDF79832.1	39	annotation not available
1347342.BN863_21210	CDF79833.1	578	Belongs to the glycosyl hydrolase 2 family. 
1347342.BN863_21220	CDF79834.1	356	annotation not available
1347342.BN863_21230	CDF79835.1	428	annotation not available
1347342.BN863_21240	CDF79836.1	982	Belongs to the glycosyl hydrolase 2 family. 
1347342.BN863_21250	CDF79837.1	759	annotation not available
1347342.BN863_21260	CDF79838.1	469	Belongs to the sodium:solute symporter (SSF) (TC 2.A.21) family
1347342.BN863_21270	CDF79839.1	54	annotation not available
1347342.BN863_21280	CDF79840.1	336	annotation not available
1347342.BN863_21290	CDF79841.1	435	annotation not available
1347342.BN863_2130	BN863_2130	366	annotation not available
1347342.BN863_21300	CDF79842.1	463	Belongs to the glycosyl hydrolase 28 family. 
1347342.BN863_21310	CDF79843.1	613	annotation not available
1347342.BN863_21320	CDF79844.1	296	annotation not available
1347342.BN863_21330	CDF79845.1	453	Belongs to the glycosyl hydrolase 28 family. 
1347342.BN863_21340	CDF79846.1	418	annotation not available
1347342.BN863_21350	CDF79847.1	501	annotation not available
1347342.BN863_21360	CDF79848.1	580	annotation not available
1347342.BN863_21370	CDF79849.1	522	annotation not available
1347342.BN863_21380	CDF79850.1	491	annotation not available
1347342.BN863_21390	CDF79851.1	278	annotation not available
1347342.BN863_2140	BN863_2140	162	annotation not available
1347342.BN863_21400	CDF79852.1	532	annotation not available
1347342.BN863_21410	CDF79853.1	589	annotation not available
1347342.BN863_21420	CDF79854.1	1039	annotation not available
1347342.BN863_21430	CDF79855.1	845	Belongs to the glycosyl hydrolase 2 family. 
1347342.BN863_21440	CDF79856.1	266	annotation not available
1347342.BN863_21450	CDF79857.1	552	annotation not available
1347342.BN863_21460	CDF79858.1	398	annotation not available
1347342.BN863_21470	CDF79859.1	482	annotation not available
1347342.BN863_21480	CDF79860.1	461	annotation not available
1347342.BN863_21490	CDF79861.1	250	annotation not available
1347342.BN863_2150	BN863_2150	45	annotation not available
1347342.BN863_21500	CDF79862.1	806	Belongs to the glycosyl hydrolase 2 family. 
1347342.BN863_21510	CDF79863.1	383	annotation not available
1347342.BN863_21520	CDF79864.1	382	Belongs to the CoA-transferase III family. 
1347342.BN863_21530	CDF79865.1	381	Belongs to the CoA-transferase III family. 
1347342.BN863_21540	CDF79866.1	260	Belongs to the enoyl-CoA hydratase/isomerase family. 
1347342.BN863_21550	CDF79867.1	483	Belongs to the aldehyde dehydrogenase family. 
1347342.BN863_21560	CDF79868.1	261	annotation not available
1347342.BN863_21570	CDF79869.1	524	annotation not available
1347342.BN863_21580	CDF79870.1	575	annotation not available
1347342.BN863_21590	CDF79871.1	1002	annotation not available
1347342.BN863_2160	BN863_2160	275	annotation not available
1347342.BN863_21600	CDF79872.1	408	Belongs to the glycosyl hydrolase 43 family. 
1347342.BN863_21610	CDF79873.1	342	annotation not available
1347342.BN863_21620	CDF79874.1	348	Converts alpha-aldose to the beta-anomer. 
1347342.BN863_21630	CDF79875.1	364	Belongs to the mandelate racemase/muconate lactonizing enzyme family
1347342.BN863_21640	CDF79876.1	731	annotation not available
1347342.BN863_21650	CDF79877.1	524	annotation not available
1347342.BN863_21660	CDF79878.1	484	Belongs to the aldehyde dehydrogenase family. 
1347342.BN863_21670	CDF79879.1	467	annotation not available
1347342.BN863_21680	CDF79880.1	256	annotation not available
1347342.BN863_21690	CDF79881.1	338	annotation not available
1347342.BN863_2170	rimP	153	Required for maturation of 30S ribosomal subunits. 
1347342.BN863_21700	CDF79882.1	830	Belongs to the glycosyl hydrolase 2 family. 
1347342.BN863_21710	CDF79883.1	536	annotation not available
1347342.BN863_21720	CDF79884.1	423	annotation not available
1347342.BN863_21730	CDF79885.1	1092	annotation not available
1347342.BN863_21740	CDF79886.1	519	annotation not available
1347342.BN863_21750	CDF79887.1	1020	annotation not available
1347342.BN863_21760	CDF79888.1	42	annotation not available
1347342.BN863_21770	CDF79889.1	265	annotation not available
1347342.BN863_21780	CDF79890.1	52	annotation not available
1347342.BN863_21790	CDF79891.1	126	annotation not available
1347342.BN863_2180	nusA	410	Participates in both transcription termination and antitermination
1347342.BN863_21800	CDF79892.1	101	annotation not available
1347342.BN863_21810	CDF79893.1	115	annotation not available
1347342.BN863_21820	CDF79894.1	37	annotation not available
1347342.BN863_21830	CDF79895.1	470	annotation not available
1347342.BN863_21840	CDF79896.1	479	Belongs to the aldehyde dehydrogenase family. 
1347342.BN863_21850	CDF79897.1	386	annotation not available
1347342.BN863_21860	CDF79898.1	429	annotation not available
1347342.BN863_21870	CDF79899.1	457	annotation not available
1347342.BN863_21880	CDF79900.1	426	annotation not available
1347342.BN863_21890	CDF79901.1	701	annotation not available
1347342.BN863_2190	infB	984	One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex
1347342.BN863_21900	CDF79902.1	400	Unsaturated glucuronyl hydrolase involved in ulvan degradation . Ulvan is the main polysaccharide component of the Ulvales (green seaweed) cell wall. It is composed of disaccharide building blocks comprising 3-sulfated rhamnose (Rha3S) linked to D-glucuronic acid (GlcA), L-iduronic acid (IduA), or D-xylose (Xyl) (Probable). Unsaturated glucuronyl hydrolase catalyzes the cleavage of the unsaturated 4-deoxy-L-threo-hex-4-enopyranosiduronic acid (deltaUA) at the non-reducing end of ulvan oligomers, thus forming 5-dehydro-4-deoxy-D-glucuronate . 
1347342.BN863_21910	CDF79903.1	505	Polysaccharide-binding protein probably involved in ulvan degradation (Probable). Ulvan is the main polysaccharide component of the Ulvales (green seaweed) cell wall. It is composed of disaccharide building blocks comprising 3-sulfated rhamnose (Rha3S) linked to D- glucuronic acid (GlcA), L-iduronic acid (IduA), or D-xylose (Xyl) (Probable). The SusD-like protein may mediate ulvan oligomer-binding before transport in the periplasm for further degradation (By similarity)
1347342.BN863_21920	CDF79904.1	1001	TonB-dependent receptor probably involved in ulvan degradation (Probable). Ulvan is the main polysaccharide component of the Ulvales (green seaweed) cell wall. It is composed of disaccharide building blocks comprising 3-sulfated rhamnose (Rha3S) linked to D- glucuronic acid (GlcA), L-iduronic acid (IduA), or D-xylose (Xyl) (Probable). The TonB-dependent receptor may mediate transport of ulvan oligosaccharides from the surface of the outer membrane to the periplasm for subsequent degradation (By similarity). 
1347342.BN863_21930	CDF79905.1	1370	Histidine kinase probably involved in ulvan degradation (Probable). Ulvan is the main polysaccharide component of the Ulvales (green seaweed) cell wall. It is composed of disaccharide building blocks comprising 3-sulfated rhamnose (Rha3S) linked to D-glucuronic acid (GlcA), L-iduronic acid (IduA), or D-xylose (Xyl) (Probable). 
1347342.BN863_21940	CDF79906.1	280	Isomerase involved in ulvan degradation (Probable). Ulvan is the main polysaccharide component of the Ulvales (green seaweed) cell wall. It is composed of disaccharide building blocks comprising 3- sulfated rhamnose (Rha3S) linked to D-glucuronic acid (GlcA), L- iduronic acid (IduA), or D-xylose (Xyl) (Probable). Catalyzes the isomerization of 5-dehydro-4-deoxy-D-glucuronate to 3-deoxy-D-glycero- 2,5-hexodiulosonate (By similarity)
1347342.BN863_21950	kduD	264	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase involved in ulvan degradation (Probable). Ulvan is the main polysaccharide component of the Ulvales (green seaweed) cell wall. It is composed of disaccharide building blocks comprising 3-sulfated rhamnose (Rha3S) linked to D-glucuronic acid (GlcA), L-iduronic acid (IduA), or D-xylose (Xyl) (Probable). Catalyzes the reversible reduction of 2,5-diketo-3- deoxygluconate (DKII or 4,6-dihydroxy-2,5-dioxohexanoate) into 2-keto- 3-deoxygluconate (KDG or 2-dehydro-3-deoxygluconate) with a concomitant oxidation of NADH (By similarity)
1347342.BN863_21960	CDF79908.1	390	May be involved in ulvan degradation (Probable). Ulvan is the main polysaccharide component of the Ulvales (green seaweed) cell wall. It is composed of disaccharide building blocks comprising 3-sulfated rhamnose (Rha3S) linked to D-glucuronic acid (GlcA), L-iduronic acid (IduA), or D-xylose (Xyl) (Probable)
1347342.BN863_21970	CDF79909.1	824	Glycoside hydrolase that may be involved in ulvan degradation (Probable). Ulvan is the main polysaccharide component of the Ulvales (green seaweed) cell wall. It is composed of disaccharide building blocks comprising 3-sulfated rhamnose (Rha3S) linked to D-glucuronic acid (GlcA), L-iduronic acid (IduA), or D-xylose (Xyl) (Probable). 
1347342.BN863_21980	pgl	353	Carboxylic ester hydrolase that may be involved in ulvan degradation (Probable). Ulvan is the main polysaccharide component of the Ulvales (green seaweed) cell wall. It is composed of disaccharide building blocks comprising 3-sulfated rhamnose (Rha3S) linked to D- glucuronic acid (GlcA), L-iduronic acid (IduA), or D-xylose (Xyl) (Probable). Catalyzes the hydrolysis of 6-phosphogluconolactone to 6- phosphogluconate (By similarity)
1347342.BN863_21990	CDF79911.1	816	Ulvan lyase involved in ulvan degradation . Ulvan is the main polysaccharide component of the Ulvales (green seaweed) cell wall. It is composed of disaccharide building blocks comprising 3-sulfated rhamnose (Rha3S) linked to D-glucuronic acid (GlcA), L-iduronic acid (IduA), or D-xylose (Xyl) (Probable). Ulvan lyase catalyzes the endolytic cleavage of the glycosidic bond between Rha3S and the uronic acids GlcA or IduA, producing oligosaccharides that have unsaturated 4-deoxy-L-threo-hex-4-enopyranosiduronic acid (deltaUA) at the non-reducing end. This results eventually in the degradati [...] 
1347342.BN863_220	BN863_220	340	Belongs to the PdxA family. 
1347342.BN863_2200	BN863_2200	128	annotation not available
1347342.BN863_22000	CDF79912.1	479	Sulfatase involved in ulvan degradation . Ulvan is the main polysaccharide component of the Ulvales (green seaweed) cell wall. It is composed of disaccharide building blocks comprising 3-sulfated rhamnose (Rha3S) linked to D-glucuronic acid (GlcA), L-iduronic acid (IduA), or D-xylose (Xyl) (Probable). 
1347342.BN863_22010	CDF79913.1	498	Sulfatase involved in ulvan degradation . Ulvan is the main polysaccharide component of the Ulvales (green seaweed) cell wall. It is composed of disaccharide building blocks comprising 3-sulfated rhamnose (Rha3S) linked to D-glucuronic acid (GlcA), L-iduronic acid (IduA), or D-xylose (Xyl) (Probable). 
1347342.BN863_22020	CDF79914.1	553	Sulfatase that may be involved in ulvan degradation (Probable). Ulvan is the main polysaccharide component of the Ulvales (green seaweed) cell wall. It is composed of disaccharide building blocks comprising 3-sulfated rhamnose (Rha3S) linked to D-glucuronic acid (GlcA), L-iduronic acid (IduA), or D-xylose (Xyl) (Probable). 
1347342.BN863_22030	CDF79915.1	464	Sulfatase that may be involved in ulvan degradation . Ulvan is the main polysaccharide component of the Ulvales (green seaweed) cell wall. It is composed of disaccharide building blocks comprising 3-sulfated rhamnose (Rha3S) linked to D- glucuronic acid (GlcA), L-iduronic acid (IduA), or D-xylose (Xyl) (Probable). Has no activity on different ulvan polymers 
1347342.BN863_22040	CDF79916.1	1163	Glycoside hydrolase involved in ulvan degradation . Ulvan is the main polysaccharide component of the Ulvales (green seaweed) cell wall. It is composed of disaccharide building blocks comprising 3-sulfated rhamnose (Rha3S) linked to D-glucuronic acid (GlcA), L-iduronic acid (IduA), or D-xylose (Xyl) (Probable). 
1347342.BN863_22050	CDF79917.1	1012	Glycoside hydrolase that may be involved in ulvan degradation (Probable). Ulvan is the main polysaccharide component of the Ulvales (green seaweed) cell wall. It is composed of disaccharide building blocks comprising 3-sulfated rhamnose (Rha3S) linked to D-glucuronic acid (GlcA), L-iduronic acid (IduA), or D-xylose (Xyl) (Probable). 
